Vimeo ID,Title,Description,Duration (min),Embed URL,Thumbnail URL,Tags,Categories,Provincie,Gemeente,Organizations,Views,Created Date
1124126449,"13. Haarlerberg. Struinpad Lang","",36,https://player.vimeo.com/video/1124126449?h=85c3f55ac2&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065900553-2799f36138424bd270cb3f2a060cf0bef4004e3411e3336eb94a5a61c65fccfe-d_1920x1080?&r=pad&region=us,"","",,,"",0,2025-10-03T07:07:48+00:00
1124122937,"Haarlerberg Struinpad en heide winter Natuurmonumenten","Een winterwandeling op de Haarlerberg. Van het struinpad, langs de schaapskooi naar boven de hei op. Het is lekker koud, je ziet het rijp op de heide. Wandel je mee? Dit is de korte versie van deze ro",23,https://player.vimeo.com/video/1124122937?h=9cd4c4801c&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065895088-7eb0fecda7f860676e499a3de75ea8b4b5a7f094ddf42277e941afa626046f79-d_1920x1080?&r=pad&region=us,"Natuurmonumenten, Haarlerberg, Gemeente Hellendoorn, Provincie Overijssel","",Overijssel,Hellendoorn,"Natuurmonumenten",0,2025-10-03T06:46:22+00:00
1123924727,"Lemelerberg winter met sneeuw","Hoe mooi is het om even ècht weer een sneeuwwandeling te maken? Nu kan het want vandaag heeft het gesneeuwd... Hoor je de stappen door de sneeuw? En dat op de Lemelerberg!",35,https://player.vimeo.com/video/1123924727?h=bbd393d11d&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065653917-a69b45ba0209a9fe6946094a297f6c988fac5e3366f50b21ebe3fff4a73f56bc-d_1920x1080?&r=pad&region=us,"winter, Lemelerberg, Gemeente Ommen, Provincie Overijssel","",Overijssel,Ommen,"",0,2025-10-02T14:54:52+00:00
1123922142,"Dalfsen Landgoed Rechteren kogelvanger winter","Een winterwandeling over Landgoed Rechteren. Het is nog wat douwig waardoor het soms een beetje mysterieus voelt... Kijk je mee?",13,https://player.vimeo.com/video/1123922142?h=6042ae1899&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065648382-57d9cec58fae6cd76d1227ce92db24043d2188e79ccee28e963b9cd0bc25944c-d_1920x1080?&r=pad&region=us,"eiken, vogels, bos, douw, Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T14:47:37+00:00
1123903816,"Gemeente Ommen Lemelerberg Zomeravond","Voel je dat de avond nadert? Het wordt soms al wat donkerder, maar als je goed kijkt zie je dat alle insecten nog druk zijn op en om de heide. Het heeft wel wat hè, die avond 'gloren'? We lopen naar h",19,https://player.vimeo.com/video/1123903816?h=d7d4d86903&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065631020-3d3c2b9a90a22dbe2f64faa3a826e37caaec3a9ef635b21a20ed54f227fd7d06-d_1920x1080?&r=pad&region=us,"zonsondergang, insecten, zomer, schaapskudde, schapen, Gemeente Ommen, Provincie Overijssel","",Overijssel,Ommen,"",0,2025-10-02T13:56:29+00:00
1123880769,"Ommen Landgoed Vilsteren","Een leuke herfstwandeling waarbij we starten bij de kerk en ons al snel in de mooie Vilsterse bossen bevinden. Dit is de korte versie van deze route.",20,https://player.vimeo.com/video/1123880769?h=d6c99c3ff4&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065597991-0e8a7fe28cb0916b7975b15c5046b4a6540bb847f6fbf1a9779d81eae60f65c0-d_1920x1080?&r=pad&region=us,"water, bos, ijsvogel, Vilsteren, Gemeente Ommen, Provincie Overijssel","",Overijssel,Ommen,"",0,2025-10-02T12:43:50+00:00
1123879604,"Ommen Landgoed Vilsteren herfst","Een herfstwandeling rondom Landgoed Vilsteren. De kerk, het bos en het water komen voorbij. Ook de ijsvogel is te horen in deze video.",0,https://player.vimeo.com/video/1123879604?h=2350fa9008&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/default-2308240_1920x1080?&region=us,"bos, water, ijsvogel, herfst, Gemeente Ommen, Provincie Overijssel","",Overijssel,Ommen,"",0,2025-10-02T12:39:38+00:00
1123866257,"Raalte Boetelerveld winter","Doe je laarzen maar aan want het is nat op het Boetelerveld. De koeien lopen lekker te grazen en er is ook nog een roofvogel die zich meldt. Het gras lijkt wel goud, geniet er van.",57,https://player.vimeo.com/video/1123866257?h=1a48452c1b&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065580514-8335f60313ebfb02baadf9e95444cfd98691067a98e991d4e7b7050829b439dc-d_1920x1080?&r=pad&region=us,"roofvogel, water, winter, gemeente Raalte, Provincie Overijssel","",Overijssel,Raalte,"",0,2025-10-02T11:47:39+00:00
1123865699,"Raalte Boetelerveld winter","Een mooie winterwandeling over het Boetelerveld. De koeien kijken nieuwsgierig mee. Maar er zijn nog meer dieren die zich melden. Doe je laarzen aan want het is nat!",24,https://player.vimeo.com/video/1123865699?h=ac602f44f0&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065579044-c07fdec1d68a534569aac2052645a51614c55a2b5b8fc45f55a2d66853f95836-d_1920x1080?&r=pad&region=us,"roofvogel, winter, Boetelerveld, Gemeente Raalte, Provincie Overijssel","",Overijssel,Raalte,"",0,2025-10-02T11:45:02+00:00
1123865018,"Ommen Steile Oever herfst","Een herfstwandeling door de bossen bij Ommen.",19,https://player.vimeo.com/video/1123865018?h=63edb1936e&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065578134-86efeff5aeee4224eb0a7b4314f1ba0e6ed87ff642a92842acfea1aa9fbad643-d_1920x1080?&r=pad&region=us,"brug, Vecht, water, Herfst, Gemeente Ommen, Provincie Overijssel","",Overijssel,Ommen,"",0,2025-10-02T11:42:08+00:00
1123862640,"Holterberg herfst","De herfst is weer in aantocht. Sommigen bramen hangen nog aan de struik. De gekleurde bladeren zijn al weer op te merken.",57,https://player.vimeo.com/video/1123862640?h=45c4bcabbd&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065576123-b76b781f04fcec98652f037b06b02dd3f5d89bb3d9181f611611d3f41a7437af-d_1920x1080?&r=pad&region=us,"Herfst, Gemeente Rijssen Holten, Provincie Overijssel","",Overijssel,Rijssen Holten,"",0,2025-10-02T11:32:24+00:00
1123861438,"Holterberg herfst","De herfst is begonnen. Er hangen nog wat bramen aan de struik. De gekleurde bladeren aan de bomen melden zich al weer.",23,https://player.vimeo.com/video/1123861438?h=e8444ce8cc&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065573863-cf0925fdae65c47859dc0fde288e1dcd9c69f292276bbe898cdc91fbe0ead9de-d_1920x1080?&r=pad&region=us,"herfst, Gemeente Rijssen Holten, Provincie Overijssel","",Overijssel,Rijssen Holten,"",0,2025-10-02T11:27:39+00:00
1123860477,"Nazomer Sallandse Heuvelrug Nijverdal blauwe route","Een nazomerse dag in het bos en op de hei. Drink je een kopje koffie mee?",18,https://player.vimeo.com/video/1123860477?h=fa1d3797ec&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065572681-88c2b964203058cf707c4d2c8197fea0f2c4c3f787495be6c611e57949adeabd-d_1920x1080?&r=pad&region=us,"koffie, heide, zomer, Gemeente Hellendoorn, Provincie Overijssel","",Overijssel,Hellendoorn,"",0,2025-10-02T11:23:31+00:00
1123858868,"Haaksbergen Buurseveld winter","Geniet van het mooie Buurseveld. Wat een prachtige heide en mooie eiken staan hier toch. Dit is de lange versie van de opname.",36,https://player.vimeo.com/video/1123858868?h=1e430920c5&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065571103-992b26f831973959879321dde583e12812339aa392f33a005ad37e0d140c2109-d_1920x1080?&r=pad&region=us,"water, ijs, heide, winter, Buurse, Gemeente Haaksbergen, Provincie Overijssel","",Overijssel,Haaksbergen,"",0,2025-10-02T11:17:10+00:00
1123855816,"Landgoed Den Berg Dalfsen lente","Een rondje rondom landgoed Den Berg in Dalfsen.",15,https://player.vimeo.com/video/1123855816?h=b6101fc348&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065566947-07aa5810b5fcc33a7fdebed3ca8cabdbd4182b4e6e216d30464265bd9ef93fc6-d_1920x1080?&r=pad&region=us,"Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T11:04:42+00:00
1123855106,"Dalfsen Landgoed Aalshorst Lenteavond","Een avondwandeling in de lente rond Landgoed Aalshorst. Dit is de korte versie van deze opname.",16,https://player.vimeo.com/video/1123855106?h=b7d570edb4&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065566213-1522f94631f5ce68eaad9cd636143c470bf150b6d4e68545b50023ff7c48af8c-d_1920x1080?&r=pad&region=us,"krentenboom, Lente, Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T11:01:35+00:00
1123854968,"25 Gemeente Dalfsen, Dalfsen Landgoed Aalshorst Lenteavond KORT","",0,https://player.vimeo.com/video/1123854968?h=be9bdc079a&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/default-2308240_1920x1080?&region=us,"","",,,"",0,2025-10-02T11:01:00+00:00
1123854126,"Dalfsen Landgoed Aalshorst Lenteavond","Een avondwandeling in de lente rond Landgoed Aalshorst. Dit is de lange versie van deze opname.",25,https://player.vimeo.com/video/1123854126?h=12335ffa1c&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065565438-cc418c7a318c99c4e0e3ab97048b2aad5f90652f28605b4de80dbe6451d9e4f4-d_1920x1080?&r=pad&region=us,"krentenboom, Lente, Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T10:57:21+00:00
1123851128,"Hancate Vistrappen Regge Lente Vensterbankies route","Een mooie avondwandeling langs de Regge. Je ziet dat het lente is, want er zijn mooie lentebloeiers langs de route. En: als je goed kijkt zie je aan het einde van de wandeling en de verte de bloedmaan",22,https://player.vimeo.com/video/1123851128?h=87b3c2c5b3&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065561592-0025a1f1b1b8d73930864f1e4cf7f150d28637a637e670f5abb03a49b30d8d41-d_1920x1080?&r=pad&region=us,"bloedmaan, lentebloeiers, vistrappen, ondergaande zon, Avondzon, Lente, water, Regge, ganzen, Gemeente Hellendoorn, Provincie Overijssel","",Overijssel,Hellendoorn,"",0,2025-10-02T10:45:19+00:00
1123846274,"Hancate vistrappen Regge Lente Vensterbankies route","Een mooie avondwandeling langs de Regge. Je ziet dat het lente is, want er zijn mooie lentebloeiers langs de route. En: als je goed kijkt zie je aan het einde van de wandeling en de verte de bloedmaan",32,https://player.vimeo.com/video/1123846274?h=1b30776f1c&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065555323-a74d01a1dd9999ed34e1d9ae5dcaec97a9eb2f39bea2e463f26421397a294fdd-d_1920x1080?&r=pad&region=us,"vistrap, zonsondergang, bloedmaan, rivier, water, Gemeente Hellendoorn, Provincie Overijssel, avondzon, ganzen","",Overijssel,Hellendoorn,"",0,2025-10-02T10:25:17+00:00
1123845168,"Den Haag Kijkduin lente","Eventjes kort het strand op, gewoon: omdat het kan! Er liggen genoeg kwallen op het strand.",7,https://player.vimeo.com/video/1123845168?h=fcfc512277&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065553410-54b4c2c27247f91a73d9339615ccbd673bac1b390608e8532da52c0b45b52980-d_1920x1080?&r=pad&region=us,"kwallen, Strand, Kijkduin, Gemeente Den Haag, Provincie Noord Holland","",Noord Holland,Den Haag,"",0,2025-10-02T10:20:31+00:00
1123844259,"Gemeente Dalfsen Groene Route Lente","Een mooie route langs de weilanden en door de bossen. We starten bij station Dalfsen. Dit is de korte versie van deze route.",22,https://player.vimeo.com/video/1123844259?h=645034899e&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065552988-460d9d96dcb3df086f71de395aeaa4635db72d2bd59912b3b3423a59e1af63d7-d_1920x1080?&r=pad&region=us,"weide, vogels, lente, gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T10:16:34+00:00
1123842906,"Groene Route vanaf Dalfsen Station Lente","Lekker door het bos en langs de weilanden. We komen nog langs Landgoed Den Berg. Dit is de lange versie van de route.",43,https://player.vimeo.com/video/1123842906?h=50eecc1b8a&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065551488-36d0b00e70099608605dc26af736574d5c660b83fa99576b05ba9fa38ce8f526-d_1920x1080?&r=pad&region=us,"vogels, bos, Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T10:10:37+00:00
1123842137,"Dalfsen Park Bellingeweer","Een mooi rondje door het park, zie jij ook de libellen?",11,https://player.vimeo.com/video/1123842137?h=6758297932&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065549868-a6c6d00a723de90fbcc58dd4cd87586286399542db576cd6fb2884c46f17d4b2-d_1920x1080?&r=pad&region=us,"Libellen, Gemeente Dalfsen, Provincie Overijssel","",Overijssel,Dalfsen,"",0,2025-10-02T10:07:21+00:00
1123841097,"Landgoed Twickel Lente","",21,https://player.vimeo.com/video/1123841097?h=7ca8e7c007&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065548909-0726cd0b859dd68d3551d07ba67df2912d139351f6c560e80567c409683bbdb9-d_1920x1080?&r=pad&region=us,"schapen, molen, kikkers, vogels, vlonderpad, Twickel, Gemeente Hof van Twente, Provincie Overijssel","",Overijssel,Hof van Twente,"",0,2025-10-02T10:03:27+00:00
1123839748,"Landgoed Twickel Vlonderpad Lente","Een heerlijke lentewandeling langs de weilanden, door het bos en moeras, over het vlonderpad. En waar kom je daarna? Bij de Noordermolen om daarna je pad weer te vervolgen door het bos en langs de wei",38,https://player.vimeo.com/video/1123839748?h=61592343fe&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065547798-4728a714bb0c9f59f5e069d6963ff2e8ab3075788828cd0ca29f9d6ea51e9269-d_1920x1080?&r=pad&region=us,"schapen, moeras, weide, vlinder, vogels, vlonderpad, lente, Twickel, Gemeente Hof van Twente, Provincie Overijssel","",Overijssel,Hof van Twente,"",0,2025-10-02T09:57:54+00:00
1123837047,"Landgoed Twickel Lente","Eventjes een kort inkijkje bij het kasteel, de volkstuinen en zicht op de watertoren.",5,https://player.vimeo.com/video/1123837047?h=5766de89d0&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065543684-e181f64c8425cfc0b846a4d824fbb59eab7162020af84622f009aeb09a2be890-d_1920x1080?&r=pad&region=us,"kikkers, Kasteel, Twickel, Gemeente Hof van Twente, Provincie Overijssel","",Overijssel,Hof van Twente,"",0,2025-10-02T09:47:09+00:00
1123827941,"Lemelerberg Zonnebloemweg Lente","Geniet van deze lentewandeling op de Lemelerberg. Dit is de korte versie van deze route.",22,https://player.vimeo.com/video/1123827941?h=decdd23fd4&title=0&byline=0&portrait=0&badge=0&autopause=0&player_id=0&app_id=58479,https://i.vimeocdn.com/video/2065533558-7380c752f8c91b9d5ae4148deaa956b0c166b6b6c6b9e2306130b97607984638-d_1920x1080?&r=pad&region=us,"lente, gemeente ommen, provincie overijssel","",overijssel,ommen,"",0,2025-10-02T09:10:36+00:00
